RMSE,MAE,R2,MAPE_%,sMAPE_%,WAPE_%
1691848.693087542,144564.7441203523,-0.07548171459512037,499337761887.5574,104.84980325348573,92.3617253795557
2259242.8019321747,139756.19797516815,-0.10115978085086169,4168223219.2558537,104.83666231344694,93.59797685851696
2590481.2741117044,175549.69310327448,0.08670964877054249,126609061831.05756,104.80387546657937,87.73053112177548
1261699.400009247,130022.40740899048,0.22762483890505156,144187776299.59955,104.48617874359037,86.26849816682561
1677816.0510939532,132048.3509601475,-0.1057511165175451,144640537648.68518,103.60235158833149,90.092548655918
1707910.765343742,137232.50397235813,-0.09227347672510838,6472951595.142963,104.78344389110222,90.29943604748459
2373036.1364198057,150268.22778087604,0.21254946600286614,144940380463.6784,103.24839199588658,86.40006818203695
1345549.6459011787,125594.47900037136,0.13933015247496774,12038996907.211905,105.12673672355385,89.5910543040694
1727831.7186798663,132837.4311985457,-0.1418476262542042,31784210043.072395,105.31646265029534,96.24685337624521
3208070.7517827847,201566.63825978548,-0.4805946619664536,140339437568.08057,103.41092061649466,106.24274529781236
2509758.931836476,175156.61775583716,0.10314060891554608,10776230418.493975,104.76359818627398,91.78792313988956
1285774.9184639917,122015.36453743532,0.2325588795621807,112883740448.87062,105.08123296709594,84.61760928621662
2234744.667947122,146300.90797682697,0.017274462844313138,29183601405.817623,105.08690666052361,92.38470347652186
2283931.826787559,166322.32730264333,0.10293257909890383,252181646343.91135,105.19716886701224,87.63335328421834
2287541.8197573232,167239.65351320844,-0.21365744267555342,119767691322.6212,105.14068006644985,93.43156180823914
1124578.6646081142,102966.79083393671,0.14824244778828125,173801635836.1893,104.51654314771406,89.80308772364745
1639658.2157202826,136056.9326053896,-0.054877823781566776,336411174524.9078,103.67218409734619,89.8951855042349
1431275.7852285812,103103.72471792981,-0.4015005748550908,225035949053.05728,104.38959263179981,94.15782964463378
1637441.0173264507,126235.55145841144,0.12087619905742036,364578207654.5855,104.73947351359891,89.2080597974356
2034247.4257942913,155025.4497984053,0.17286263699103202,570432129900.8186,105.32995177128123,87.59184913668818
1661437.8665242183,129976.52414994084,-0.13480770657150176,247891945657.15433,104.17134969202012,94.23508980257039
1248013.9364233199,119301.0139459667,0.18867105412499066,279120686459.91254,104.13672119956918,87.1980538956348
